,title,news,class,review
18,"A 2014 study showed that the US Corn Belt is one of the biggest primary producers on Earth in July, but didn’t show that it produces more oxygen than the Amazon","
""the US corn crop, at its peak, produces 40% more oxygen than the Amazon rainforest."" ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: ""This satellite image shows the photosynthesis of America's 100 million acre Corn crop. Further research found the US corn crop, at its peak, produces 40% more oxygen than the Amazon rainforest. Thank you farmers."" "
19,"Global warming contributes to increased heat-related mortality, contrary to Bjorn Lomborg’s unsupported claims that climate change is saving hundreds of thousands of lives each year","
""Global warming saves 166,000 lives each year""; those claiming that climate change is causing heat-related deaths are wrong because they ignore that the population is growing and becoming older ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Unsupported.png," CLAIM: ""Global warming saves 166,000 lives each year""; those claiming that climate change is causing heat-related deaths are wrong because they ignore that the population is growing and becoming older "
20,"Sea temperatures around the Great Barrier Reef have increased over the last 150 years, contrary to claim at Wattsupwiththat","
""Great Barrier Reef Sea Surface Temperature: No Change In 150 Years"" ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: ""Great Barrier Reef Sea Surface Temperature: No Change In 150 Years. [...] If the sea surface temperature of the Great Barrier Reef has been trending upwards then a 150-year comparison should be sufficient to confirm it. When compared with today’s readings, it shows no upward trend."" "
21,"Solar forcing is not the main cause of current global warming, contrary to claim by Alex Newman in the Epoch Times","
The Sun and not human emissions of carbon dioxide may be the main cause of warmer temperatures in recent decades. There is a systemic bias in UN IPCC's data selection. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: The change in the Sun’s irradiance are a plausible and important factor that can explain most of the observed changes in the thermometer data [and] depending on which published data and studies you use, you can show that all of the warming is caused by the sun. There is a systemic bias in UN IPCC's data selection. "
22,"Despite 2021 being a good year for coral health, coral in the Great Barrier Reef has declined over the past decade and is threatened by climate change, contrary to claims by Peter Ridd","
“The amount of coral on the Great Barrier Reef is at record high levels”; those claiming the reef is threatened by climate change are alarmists ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: “The amount of coral on the Great Barrier Reef is at record high levels”; “Coral growth rates have, if anything, increased over the past 100 years”; those claiming the reef is threatened by climate change are alarmists "
23,YouTube video falsely claims that climate models systematically over-estimated warming and that we are heading towards an ice age,"
""The official observed temperatures are coming consistently below the scary global warming numbers""; ""Melting polar ice triggers ice age"" ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: ""The official observed temperatures are coming consistently below the scary global warming numbers""; ""Models fail to predict the future and the past due to bias, uncertainties, questionable data and unappreciated natural forcing""; ""Melting polar ice triggers ice age"" "
24,No device can plug into your car’s fusebox to improve engine efficiency and turn it into a hybrid,"
Plugging this device into a car’s fuse box can reduce fuel consumption by at least 35% and up to 75% by converting the car into a hybrid. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: Using the patented kinetic fusion nickel technology, a device that plugs into the fuse box of a combustion engine car can reduce its fuel consumption by at least 35% and up to 75%. It does so by controlling the car’s onboard computer to manage fuel consumption and turn the car into a hybrid vehicle. The inventor will be awarded the universal medal of freedom for selling the device. "
25,"Biden’s climate plan doesn’t say anything about limiting meat consumption, contrary to Daily Mail, Fox News claim","
Biden’s climate plan limits meat consumption by 90%; “Biden's climate plan could limit you to eat just one burger a MONTH” ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png, CLAIM: Biden’s climate plan limits meat consumption by 90%; “Biden's climate plan could limit you to eat just one burger a MONTH” 
26,"A third of Antarctic ice shelf risks collapse at 4°C above pre-industrial levels, as accurately described in CNN article","
""A third of Antarctic ice shelf risks collapse as our planet warms"" ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Accurate.png," CLAIM: ""A third of Antarctic ice shelf risks collapse as our planet warms"" "
27,"In viral Turning Point USA video, Candace Owens and Charlie Kirk falsely claim there is no evidence of global warming and scientists don’t know the cause","
There is no factual data to back up global warming; real scientists don’t know whether CO2, solar sunspots or natural activity cause global warming ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: They changed it from global warming to climate change. Do you know why ? Because, when scientists are looking into global warming, there was no factual data to back up their argument. Real scientists are still debating whether CO2 or solar sunspots or natural variability cause global warming "
28,"Deserts cool the planet by reflecting solar radiation to space; vegetated areas have an overall warming effect, so planting trees in deserts doesn’t necessarily cool the planet","
""Deserts are heat producers, reflecting around 60% to 70% of the solar energy that falls on them straight back into the atmosphere.""; ""If we want to do something about global warming, we have to do something about deserts."" ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: ""Deserts are heat producers, reflecting around 60% to 70% of the solar energy that falls on them straight back into the atmosphere."" ; ""In addition to sequestering carbon, green areas also help cool the planet"" ; Vegetation reduces temperature and solar reflection, creating a stable climate; ""If we want to do something about global warming, we have to do something about deserts."" "
29,The energy costs of manufacturing wind turbines are recouped in one to six months; turbines are financially profitable over their lifetimes,"
Wind turbines in the US are made of toxic materials that pollute the environment, are mostly built in Germany, and will not pay off their manufacturing costs within their lifetimes. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: most of the parts for a wind turbine are built in Germany, it requires 60 gallons of oil to lubricate the turbine; that oil leaks when a seal busts on the ground or into the water. The blades are made of a toxic fiberglass combination and are buried in landfills. The turbine has to spin continuously for 7 plus years just to replace the energy it took to manufacture the turbine. It has to run continually for 50 years just to pay for the cost to manufacture and install the turbine "
30,"Solar geoengineering isn’t happening or damaging the planet; aircraft contrails are formed by water vapor, not chemicals","
""The intentional dimming of direct sunlight by aircraft dispersed particles, a form of global warming mitigation known as “Solar Radiation Management”, has and is causing catastrophic damage to the planet’s life support systems."" ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: ""Global climate engineering operations are a reality. Atmospheric particle testing conducted by GeoengineeringWatch.org has now proven that the lingering, spreading jet aircraft trails, so commonly visible in our skies, are not just condensation as we have officially been told. ... The intentional dimming of direct sunlight by aircraft dispersed particles, a form of global warming mitigation known as “Solar Radiation Management”, has and is causing catastrophic damage to the planet’s life support systems. The highly toxic fallout from the ongoing geoengineering operations is also inflicting unquantifiable damage to human health."" "
31,Connecting a generator to the wheel of an electric vehicle won’t recharge its battery,"
The rotating wheel of an electric vehicle can recharge the vehicle’s battery by affixing a generator ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: The rotating wheel of an electric vehicle can recharge the vehicle’s battery by affixing a generator: ""You no longer need to stop to charge batteries at charging stations or charge them at night at home. While the vehicle runs, it charges the batteries."" "
32,"A “water-powered” car still requires other forms of fuel to work; it cannot run solely on water, contrary to viral Facebook video claims","
There exists a car that runs solely on water ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png, CLAIM: There exists a car that runs solely on water; in 1996 Stan Meyer demonstrated a water powered car; his device was unique in that the energy output was higher than its input 
33,Scientists didn’t announce impending environmental catastrophes every decade since the 1970s,"
""Government funded science: 70’s: another ice age in 10 years; 80’s: acid rain will destroy all crops in 10 years; 90’s: the ozone layer will be destroyed in 10 years; 2000’s the ice caps will be gone on 10 years"" ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: ""Government funded science: 70’s: another ice age in 10 years; 80’s: acid rain will destroy all crops in 10 years; 90’s: the ozone layer will be destroyed in 10 years; 2000’s the ice caps will be gone on 10 years"" "
34,"The scientific research facility HAARP cannot create natural disasters or influence human thoughts and movements, contrary to online claims","
HAARP may deliberately create destruction on a global scale, causing earthquakes, cyclones, flooding, snowstorms, around the world; HAARP may be attacking the citizens of the world telepathically, influencing thoughts with low frequency vibrations ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: The HAARP organization may deliberately create destruction on a global scale, causing earthquakes, cyclones, flooding, snowstorms, and other disasters, around the world; The HAARP facility may be attacking the citizens of the world telepathically, influencing thoughts with low frequency vibrations; ""it is possible to control human movements, glandular functions, and specific mental manifestations using electromagnetic stimulation."" "
35,"Viral photo of a helicopter de-icing a wind turbine is from Sweden, not Texas; current power outages in Texas are due to multiple fuel types going offline","
Helicopters are using chemicals made from fossil fuels to defrost wind turbines; frosted wind turbines are responsible for blackouts in Texas; “the reason your power is/was out is wind energy's fault.” ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png, CLAIM: Helicopters are using chemicals made from fossil fuels to defrost wind turbines; frosted wind turbines are responsible for blackouts in Texas; “the reason your power is/was out is wind energy's fault.” 
36,NOAA shows clear global warming trends over the past 58 years based on radiosonde data,"
“The 58 year net gain of global temperature is zero. We are simply in a cyclical, normal ebb and flow of temperature.” ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: NOAA graph doesn’t show a full record of radiosonde temperature data; ""the warming that has taken place in the last 37 years was preceded by a 21 year ""cooling"" period. The 58 year net gain of global temperature is zero. We are simply in a cyclical, normal ebb and flow of temperature."" "
37,PragerU post by Happer uses flawed reasoning to claim that climate models always fail,"
""climate models that attempt to predict the future temperature of the planet...don’t work. They haven’t worked in the past. They don’t work now.""; ""the number of factors that influence climate—the sun, the earth’s orbital properties, oceans, clouds, and, yes, industrial man—is huge and enormously variable""; ""CO2 is a minor contributor to the warming of the earth"" ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: ""climate models that attempt to predict the future temperature of the planet...don’t work. They haven’t worked in the past. They don’t work now.""; ""the number of factors that influence climate—the sun, the earth’s orbital properties, oceans, clouds, and, yes, industrial man—is huge and enormously variable""; ""We can’t predict what effect the atmosphere is going to have on future temperatures because we can’t predict cloud formations""; ""Compared to water—H20, carbon dioxide—CO2—is a minor contributor to the warming of the earth"" "
38,"Rates of global sea level rise have accelerated since 1900, contrary to bloggers’ claims","
“there has not been a long-term distinctive change in sea level rise rates in the last 120 years” ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: “A new analysis of global sea level rise rates concludes the rising trend was 1.56 mm/yr−¹ from 1900-2018. This is the same rate as for 1958-2014 (1.5 mm/yr−¹), indicating there has not been a long-term distinctive change in sea level rise rates in the last 120 years. Neither of these trends would appear to correlate well with the linearly accelerated rise in CO2 emissions since the 1940s.” "
39,Video advertising “Powersave” device is misleading and makes impossible home power savings claims,"
A young whizkid [...] invented a device that cuts 50% off an average home’s power bill ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png, CLAIM: A young whizkid [...] invented a device that cuts 50% off an average home’s power bill 
40,Scientific studies established clear links between human-caused increased in atmospheric CO2 and global warming,"
“It’s a good thing that we are putting some more carbon dioxide in the atmosphere. The scientific method has not been applied in such a way as to prove that carbon dioxide is causing the Earth to warm.” ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: “It’s a good thing that we are putting some more carbon dioxide in the atmosphere. If we bring it up to a higher level than it is today, we will get, immediately, an increase in the growth of crops and trees, which is not a bad thing. The scientific method has not been applied in such a way as to prove that carbon dioxide is causing the Earth to warm.” "
41,"The clothing industry produces 3 to 10% of global greenhouse gas emissions, as accurately claimed in Patagonia post","
“The clothing industry contributes up to 10% of the pollution driving the climate crisis.” ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Accurate.png, CLAIM: “The clothing industry contributes up to 10% of the pollution driving the climate crisis.” 
42,"The Earth is a sphere that rotates on its axis and revolves around the Sun, contrary to Flat Earth video","
“The Earth is not a globe. The Earth is stationary.” ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: “Compasses and gyroscopes prove the Earth is not a globe. The Earth is stationary. It is fixed, unmovable.” "
43,"Brush rake attachments are primarily used to pile up heavy forest debris as part of active thinning, harvesting, and removal projects","
“this is [...] a brush rake. It's used for clearing underbrush and debris from the forest floor that builds up and creates fuel for wild fires. Now you can stop looking stupid trying to make fun of Trump telling California to rake the forest.” ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Misleading.png, CLAIM: “this is what the United States Department of Agriculture Forestry Service calls a brush rake. It's used for clearing underbrush and debris from the forest floor that builds up and creates fuel for wild fires. Now you can stop looking stupid trying to make fun of Trump telling California to rake the forest.” 
44,"Sea ice loss due to climate change is the biggest threat to polar bear survival and has already led to declines in some polar bear subpopulations, contrary to “Climate Realism” video message","
“In 1950, there were around 10,000 polar bears globally. Today, polar bear populations are near 39,000. Polar bear populations are increasing dramatically as the planet has warmed.” ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Misleading.png," CLAIM: “In 1950, there were around 10,000 polar bears globally. Today, polar bear populations are near 39,000. That alone pokes a hole in the whole plight of the polar bears story. Polar bear populations are increasing dramatically as the planet has warmed.” "
45,"Climate change can make it harder for the Amazon rainforest to grow back from deforestation, but that does not mean 40% of it will now turn into a savanna","
“Amazon near tipping point of switching from rainforest to savannah” ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Imprecise.png," CLAIM: “Amazon near tipping point of switching from rainforest to savannah. As much as 40% of the existing Amazon rainforest is now at a point where it could exist as a savannah instead of as rainforest. Any shift from rainforest to savannah would still take decades to take full effect, but once under way the process is hard to reverse. Rainforests are highly sensitive to changes in rainfall and moisture levels, and fires and prolonged droughts can result in areas losing trees and shifting to a savannah-like mix of woodland and grassland.” "
46,"Climate change, forest management and several other causes contribute to wildfire severity and total area burned in the western United States","
“Forest fires are caused by poor management. Not by climate change.” ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Misleading.png, CLAIM: “Forest fires are caused by poor management. Not by climate change. While fire behavior is affected by weather and climate...fires around the state of California do not happen because of climate change; they are caused because of an unsustainable fuel load and failed environmental practices.” 
47,Western US wildfires are not the result of widespread arson,"
a distressing number of the [West coast] fires are not accidents, and willful arson is the cause. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Inaccurate.png," CLAIM: it appears that a distressing number of these fires are not accidents, and willful arson is the cause. "
48,"Planting trees can help mitigate some aspects of climate change, but it cannot solve all environmental crises","
“Trees provide a solution to almost all environmental crises we're facing. Trees reverse climate change by cleaning carbon from the air.” ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Lacks_Context.png, CLAIM: “Trees provide a solution to almost all environmental crises we're facing. Trees reverse climate change by cleaning carbon from the air.” 
49,"The long-term survival of polar bears is threatened by loss of sea-ice due to global warming, new study confirms","
""Global warming is driving polar bears toward extinction"" ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Correct.png," CLAIM: ""Global warming is driving polar bears toward extinction. Polar bears could become nearly extinct by the end of the century as a result of shrinking sea ice in the Arctic if global warming continues unabated."" "
50,"Greenhouse gases cause global warming by trapping infra-red radiations, not by “causing more holes in the ozone layer”","
Greenhouse gases emitted into the ocean are causing more holes in the ozone layer … “the ozone layer has holes in it causing global temperature to rise” ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png, CLAIM: “the green house gasses that have been emitted into the ocean over that last 150 years would still be releasing slowly and causing more and more holes in the ozone layer as time goes on … the ozone layer has holes in it causing global temperature to rise. It would be so easy to plant a small tree of keep plants in you house or in your garden. This could create more oxygen and build up the ozone layer. ” 
51,Study evaluates natural and human causes of recent rapid warming rate at the South Pole,"
Surface air temperatures at the bottom of the world have risen three times faster than the global average since the 1990s. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Accurate.png," CLAIM: Surface air temperatures at the bottom of the world have risen three times faster than the global average since the 1990s[...] While the warming could be the result of natural climate change alone, the researchers said, it is likely that the effects of human-caused warming contributed to it. "
52,"Climate scientists agree that human-caused greenhouse gas emissions are primarily responsible for climate change, contrary to claims in Clear Energy Alliance video","
The scientific consensus on whether global warming is human caused is not 97 percent, it’s less than 1 percent. There is no way to measure the human impact on climate change. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: The scientific consensus on whether global warming is human caused is not 97 percent, it’s less than 1 percent. There is no way to separate natural climate cycles from man made influences such as the burning of fossil fuels. Consequently, there is no way to measure the human impact. If we are having an impact, the question is how much? The honest answer is we just don’t know. "
53,"Low solar activity has little effect on Earth’s climate, contrary to claim in The Sun","
""The sun has gone into ‘lockdown’ which could cause freezing weather, earthquakes and famine, say scientists"" ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png," CLAIM: “The sun has gone into ‘lockdown’ which could cause freezing weather, earthquakes and famine, say scientists. Nasa scientists fear it could be a repeat of the Dalton Minimum, which happened between 1790 and 1830 — leading to periods of brutal cold, crop loss, famine and powerful volcanic eruptions.” "
54,"The global polar bear population is threatened by loss of sea ice, contrary to PragerU’s video claim","
The polar bear population has been growing. Polar bears are thriving even where sea ice is diminishing. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png, CLAIM: The polar bear population has been growing. The polar bear population is higher than it's been in over 50 years. Polar bears are thriving even where sea ice is diminishing. 
55,"Diesel cars are a major source of NO2 emissions in European cities, contrary to online claim","
The drop in NO2 content has only been “slight”. So it cannot be the evil diesel engine cars that are “choking” our cities. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Flawed_Reasoning.png," CLAIM: Although car traffic in the German city of Stuttgart has decreased significantly due to COVID-19, the drop in NO2 content has only been “slight”. So it cannot be the evil diesel engine cars that are “choking” our cities. "
56,"Claim that CO2 is cooling the planet is misleading, anthropogenic CO2 emissions overall cause global warming","
Global warming slowing down? 'Ironic' study finds more CO2 has slightly cooled the planet ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Imprecise.png," CLAIM: Global warming slowing down? 'Ironic' study finds more CO2 has slightly cooled the planet[...] The process, known as evapotranspiration, occurs when plants consume the heat-trapping greenhouse gas and release water. Much like humans sweating on a hot day, evapotranspiration can have a cooling effect on the air. In other words, with more carbon dioxide feeding plant growth, the planet is slightly cooler than otherwise expected. "
57,"Human activities have dramatically increased atmospheric CO2 levels, causing imbalances in the global carbon cycle","
Human additions of CO2 are in the margin of error of current measurements and the gradual increase in CO2 is mainly from oceans degassing as the planet slowly emerges from the last ice age. ",https://climatefeedback.org/wp-content/uploads/tags/HTag_Incorrect.png, CLAIM: Human additions of CO2 are in the margin of error of current measurements and the gradual increase in CO2 is mainly from oceans degassing as the planet slowly emerges from the last ice age. 
